"id","user_id","action","performed_on","action_date"
"22","Jobs by Field","[{""jobs"": ""Lorem Ipsum 2, Job"", ""job_count"": 2, ""job_field_name"": ""Cybersecurity""}, {""jobs"": ""Packaging Operator, lorem"", ""job_count"": 2, ""job_field_name"": ""Supply Chain""}, {""jobs"": ""Helpdesk"", ""job_count"": 1, ""job_field_name"": ""IT""}, {""jobs"": ""Business Analyst"", ""job_count"": 1, ""job_field_name"": ""Analytics""}, {""jobs"": ""Lorem Ipsum"", ""job_count"": 1, ""job_field_name"": ""Finance""}]","1","2023-12-21 14:50:29","1","2023-12-21 14:50:29"
"24","Contact Follow-Up Percentage","[{""total"": 3, ""percentage"": ""33.33333"", ""top_sending_user"": ""admin""}]","1","2023-12-21 16:12:35","1","2023-12-21 16:12:35"
"25","Contact Follow-Up Percentage","[{""total"": 4, ""percentage"": ""50.00000"", ""top_sending_user"": ""admin""}]","1","2023-12-21 16:58:51","1","2023-12-21 16:58:51"
"26","Major to Field Ratio by School","[{""field"": ""Programming"", ""major"": ""Software Development"", ""ratio"": 0.33, ""school"": ""Western Governor&#039;s University - WGU""}, {""field"": ""Supply Chain"", ""major"": ""Business Administration"", ""ratio"": 0.33, ""school"": ""Western Governor&#039;s University - WGU""}, {""field"": ""IT"", ""major"": ""Computer Science"", ""ratio"": 0.33, ""school"": ""Western Governor&#039;s University - WGU""}, {""field"": ""IT"", ""major"": ""Computer Science"", ""ratio"": 1, ""school"": ""University of North Carolina at Charlotte - UNCC""}, {""field"": ""Finance"", ""major"": ""Accounting"", ""ratio"": 1, ""school"": ""Rowan-Cabarrus Community College - RCCC""}]","1","2023-12-21 20:13:09","1","2023-12-21 20:13:09"
"27","Top Degree by School","[{""major"": ""Accounting"", ""degree"": ""AA - Associate of Arts"", ""school"": ""Rowan-Cabarrus Community College - RCCC"", ""student_count"": 2}, {""major"": ""Software Development"", ""degree"": ""BScIT - Bachelor of Science in Information Technology"", ""school"": ""Western Governor&#039;s University - WGU"", ""student_count"": 1}, {""major"": ""Business Administration"", ""degree"": ""BA - Bachelor of Arts"", ""school"": ""Western Governor&#039;s University - WGU"", ""student_count"": 1}, {""major"": ""Computer Science"", ""degree"": ""AAS - Associate of Applied Science"", ""school"": ""Western Governor&#039;s University - WGU"", ""student_count"": 1}, {""major"": ""Computer Science"", ""degree"": ""BS - Bachelor of Science"", ""school"": ""University of North Carolina at Charlotte - UNCC"", ""student_count"": 1}]","1","2023-12-28 19:04:42","1","2023-12-28 19:04:42"
"28","Jobs by Field","[{""jobs"": ""Helpdesk"", ""job_count"": 1, ""job_field_name"": ""IT""}, {""jobs"": ""Business Analyst"", ""job_count"": 1, ""job_field_name"": ""Analytics""}, {""jobs"": ""Job"", ""job_count"": 1, ""job_field_name"": ""Cybersecurity""}, {""jobs"": ""Packaging Operator"", ""job_count"": 1, ""job_field_name"": ""Supply Chain""}]","1","2024-01-08 19:57:49","1","2024-01-08 19:57:49"
"29","Top Field by School","[{""school"": ""Western Governor&#039;s University - WGU"", ""student_count"": 1, ""field_of_study"": ""Programming""}, {""school"": ""Western Governor&#039;s University - WGU"", ""student_count"": 1, ""field_of_study"": ""Supply Chain""}, {""school"": ""University of North Carolina at Charlotte - UNCC"", ""student_count"": 1, ""field_of_study"": ""IT""}]","1","2024-01-16 15:07:19","1","2024-01-16 15:07:19"
"30","Top Degree by School","[{""major"": ""Software Development"", ""degree"": ""BScIT - Bachelor of Science in Information Technology"", ""school"": ""Western Governor&#039;s University - WGU"", ""student_count"": 1}, {""major"": ""Business Administration"", ""degree"": ""BA - Bachelor of Arts"", ""school"": ""Western Governor&#039;s University - WGU"", ""student_count"": 1}, {""major"": ""Computer Science"", ""degree"": ""BS - Bachelor of Science"", ""school"": ""University of North Carolina at Charlotte - UNCC"", ""student_count"": 1}, {""major"": ""Computer Science"", ""degree"": ""BS - Bachelor of Science"", ""school"": ""Duke University"", ""student_count"": 1}]","1","2024-01-16 15:34:49","1","2024-01-16 15:34:49"
"31","Top Field by School","[{""school"": ""Western Governor&#039;s University - WGU"", ""student_count"": 1, ""field_of_study"": ""Programming""}, {""school"": ""Western Governor&#039;s University - WGU"", ""student_count"": 1, ""field_of_study"": ""Supply Chain""}, {""school"": ""University of North Carolina at Charlotte - UNCC"", ""student_count"": 1, ""field_of_study"": ""IT""}, {""school"": ""Duke University"", ""student_count"": 1, ""field_of_study"": ""IT""}]","1","2024-01-16 15:35:03","1","2024-01-16 15:35:03"
"32","Contact Follow-Up Percentage","[{""total"": 4, ""percentage"": ""50.00000"", ""top_sending_user"": ""admin""}]","1","2024-01-16 15:35:13","1","2024-01-16 15:35:13"
"33","Top Degree by School","[{""major"": ""Software Development"", ""degree"": ""BScIT - Bachelor of Science in Information Technology"", ""school"": ""Western Governor&#039;s University - WGU"", ""student_count"": 1}, {""major"": ""Business Administration"", ""degree"": ""BA - Bachelor of Arts"", ""school"": ""Western Governor&#039;s University - WGU"", ""student_count"": 1}, {""major"": ""Computer Science"", ""degree"": ""BS - Bachelor of Science"", ""school"": ""University of North Carolina at Charlotte - UNCC"", ""student_count"": 1}, {""major"": ""Computer Science"", ""degree"": ""BS - Bachelor of Science"", ""school"": ""Duke University"", ""student_count"": 1}, {""major"": ""Electrical Engineering"", ""degree"": ""MS - Master of Science"", ""school"": ""Stanford University"", ""student_count"": 1}]","1","2024-01-16 15:39:43","1","2024-01-16 15:39:43"
"34","Top Field by School","[{""school"": ""Western Governor&#039;s University - WGU"", ""student_count"": 1, ""field_of_study"": ""Programming""}, {""school"": ""Western Governor&#039;s University - WGU"", ""student_count"": 1, ""field_of_study"": ""Supply Chain""}, {""school"": ""University of North Carolina at Charlotte - UNCC"", ""student_count"": 1, ""field_of_study"": ""IT""}, {""school"": ""Duke University"", ""student_count"": 1, ""field_of_study"": ""IT""}, {""school"": ""Stanford University"", ""student_count"": 1, ""field_of_study"": ""Cybersecurity""}]","1","2024-01-16 15:40:00","1","2024-01-16 15:40:00"
"35","Contact Follow-Up Percentage","[{""total"": 5, ""percentage"": ""40.00000"", ""top_sending_user"": ""admin""}]","1","2024-01-16 15:40:08","1","2024-01-16 15:40:08"
"36","Contact Follow-Up Percentage","[{""total"": 6, ""percentage"": ""33.33333"", ""top_sending_user"": ""admin""}]","1","2024-01-16 15:43:11","1","2024-01-16 15:43:11"
"37","Jobs by Field","[{""jobs"": ""Helpdesk"", ""job_count"": 1, ""job_field_name"": ""IT""}, {""jobs"": ""Business Analyst"", ""job_count"": 1, ""job_field_name"": ""Analytics""}, {""jobs"": ""Job"", ""job_count"": 1, ""job_field_name"": ""Cybersecurity""}, {""jobs"": ""Packaging Operator"", ""job_count"": 1, ""job_field_name"": ""Supply Chain""}]","1","2024-01-16 15:43:21","1","2024-01-16 15:43:21"
"38","Major to Field Ratio by School","[{""field"": ""Programming"", ""major"": ""Software Development"", ""ratio"": 0.5, ""school"": ""Western Governor&#039;s University - WGU""}, {""field"": ""Supply Chain"", ""major"": ""Business Administration"", ""ratio"": 0.5, ""school"": ""Western Governor&#039;s University - WGU""}, {""field"": ""IT"", ""major"": ""Computer Science"", ""ratio"": 1, ""school"": ""University of North Carolina at Charlotte - UNCC""}, {""field"": ""Cybersecurity"", ""major"": ""Electrical Engineering"", ""ratio"": 1, ""school"": ""Stanford University""}, {""field"": ""IT"", ""major"": ""Computer Science"", ""ratio"": 1, ""school"": ""Duke University""}, {""field"": ""Sales"", ""major"": ""Psychology"", ""ratio"": 1, ""school"": ""Wake Forest University""}]","1","2024-01-16 15:43:32","1","2024-01-16 15:43:32"
"39","Top Field by School","[{""school"": ""Western Governor&#039;s University - WGU"", ""student_count"": 1, ""field_of_study"": ""Programming""}, {""school"": ""Western Governor&#039;s University - WGU"", ""student_count"": 1, ""field_of_study"": ""Supply Chain""}, {""school"": ""University of North Carolina at Charlotte - UNCC"", ""student_count"": 1, ""field_of_study"": ""IT""}, {""school"": ""Duke University"", ""student_count"": 1, ""field_of_study"": ""IT""}, {""school"": ""Stanford University"", ""student_count"": 1, ""field_of_study"": ""Cybersecurity""}, {""school"": ""Wake Forest University"", ""student_count"": 1, ""field_of_study"": ""Sales""}]","1","2024-01-16 15:43:44","1","2024-01-16 15:43:44"
"40","Top Degree by School","[{""major"": ""Software Development"", ""degree"": ""BScIT - Bachelor of Science in Information Technology"", ""school"": ""Western Governor&#039;s University - WGU"", ""student_count"": 1}, {""major"": ""Business Administration"", ""degree"": ""BA - Bachelor of Arts"", ""school"": ""Western Governor&#039;s University - WGU"", ""student_count"": 1}, {""major"": ""Computer Science"", ""degree"": ""BS - Bachelor of Science"", ""school"": ""University of North Carolina at Charlotte - UNCC"", ""student_count"": 1}, {""major"": ""Computer Science"", ""degree"": ""BS - Bachelor of Science"", ""school"": ""Duke University"", ""student_count"": 1}, {""major"": ""Electrical Engineering"", ""degree"": ""MS - Master of Science"", ""school"": ""Stanford University"", ""student_count"": 1}, {""major"": ""Psychology"", ""degree"": ""MA - Master of Arts"", ""school"": ""Wake Forest University"", ""student_count"": 1}]","1","2024-01-16 15:44:13","1","2024-01-16 15:44:13"
"41","Contact Follow-Up Percentage","[{""total"": 8, ""percentage"": ""25.00000"", ""top_sending_user"": ""admin""}]","1","2024-01-16 15:48:56","1","2024-01-16 15:48:56"
"42","Jobs by Field","[{""jobs"": ""Helpdesk"", ""job_count"": 1, ""job_field_name"": ""IT""}, {""jobs"": ""Business Analyst"", ""job_count"": 1, ""job_field_name"": ""Analytics""}, {""jobs"": ""Job"", ""job_count"": 1, ""job_field_name"": ""Cybersecurity""}, {""jobs"": ""Packaging Operator"", ""job_count"": 1, ""job_field_name"": ""Supply Chain""}]","1","2024-01-16 15:49:02","1","2024-01-16 15:49:02"
"43","Major to Field Ratio by School","[{""field"": ""Programming"", ""major"": ""Software Development"", ""ratio"": 0.5, ""school"": ""Western Governor&#039;s University - WGU""}, {""field"": ""Supply Chain"", ""major"": ""Business Administration"", ""ratio"": 0.5, ""school"": ""Western Governor&#039;s University - WGU""}, {""field"": ""IT"", ""major"": ""Computer Science"", ""ratio"": 1, ""school"": ""University of North Carolina at Charlotte - UNCC""}, {""field"": ""Cybersecurity"", ""major"": ""Electrical Engineering"", ""ratio"": 1, ""school"": ""Stanford University""}, {""field"": ""IT"", ""major"": ""Computer Science"", ""ratio"": 0.67, ""school"": ""Duke University""}, {""field"": ""Finance"", ""major"": ""Economics"", ""ratio"": 0.33, ""school"": ""Duke University""}, {""field"": ""Sales"", ""major"": ""Psychology"", ""ratio"": 1, ""school"": ""Wake Forest University""}]","1","2024-01-16 15:49:08","1","2024-01-16 15:49:08"
"44","Top Degree by School","[{""major"": ""Computer Science"", ""degree"": ""BS - Bachelor of Science"", ""school"": ""Duke University"", ""student_count"": 2}, {""major"": ""Economics"", ""degree"": ""BS - Bachelor of Science"", ""school"": ""Duke University"", ""student_count"": 1}, {""major"": ""Software Development"", ""degree"": ""BScIT - Bachelor of Science in Information Technology"", ""school"": ""Western Governor&#039;s University - WGU"", ""student_count"": 1}, {""major"": ""Business Administration"", ""degree"": ""BA - Bachelor of Arts"", ""school"": ""Western Governor&#039;s University - WGU"", ""student_count"": 1}, {""major"": ""Computer Science"", ""degree"": ""BS - Bachelor of Science"", ""school"": ""University of North Carolina at Charlotte - UNCC"", ""student_count"": 1}, {""major"": ""Electrical Engineering"", ""degree"": ""MS - Master of Science"", ""school"": ""Stanford University"", ""student_count"": 1}, {""major"": ""Psychology"", ""degree"": ""MA - Master of Arts"", ""school"": ""Wake Forest University"", ""student_count"": 1}]","1","2024-01-16 15:49:22","1","2024-01-16 15:49:22"
"45","Top Field by School","[{""school"": ""Duke University"", ""student_count"": 2, ""field_of_study"": ""IT""}, {""school"": ""Western Governor&#039;s University - WGU"", ""student_count"": 1, ""field_of_study"": ""Programming""}, {""school"": ""Western Governor&#039;s University - WGU"", ""student_count"": 1, ""field_of_study"": ""Supply Chain""}, {""school"": ""University of North Carolina at Charlotte - UNCC"", ""student_count"": 1, ""field_of_study"": ""IT""}, {""school"": ""Stanford University"", ""student_count"": 1, ""field_of_study"": ""Cybersecurity""}, {""school"": ""Wake Forest University"", ""student_count"": 1, ""field_of_study"": ""Sales""}, {""school"": ""Duke University"", ""student_count"": 1, ""field_of_study"": ""Finance""}]","1","2024-01-16 15:49:34","1","2024-01-16 15:49:34"
"46","Top Degree by School","[{""major"": ""Computer Science"", ""degree"": ""BS - Bachelor of Science"", ""school"": ""Duke University"", ""student_count"": 2}, {""major"": ""Economics"", ""degree"": ""BS - Bachelor of Science"", ""school"": ""Duke University"", ""student_count"": 1}, {""major"": ""Software Development"", ""degree"": ""BScIT - Bachelor of Science in Information Technology"", ""school"": ""Western Governor&#039;s University - WGU"", ""student_count"": 1}, {""major"": ""Software Development"", ""degree"": ""BS - Bachelor of Science"", ""school"": ""Western Governor&#039;s University - WGU"", ""student_count"": 1}, {""major"": ""Business Administration"", ""degree"": ""BA - Bachelor of Arts"", ""school"": ""Western Governor&#039;s University - WGU"", ""student_count"": 1}, {""major"": ""Computer Science"", ""degree"": ""BS - Bachelor of Science"", ""school"": ""University of North Carolina at Charlotte - UNCC"", ""student_count"": 1}, {""major"": ""Electrical Engineering"", ""degree"": ""MS - Master of Science"", ""school"": ""Stanford University"", ""student_count"": 1}, {""major"": ""Psychology"", ""degree"": ""MA - Master of Arts"", ""school"": ""Wake Forest University"", ""student_count"": 1}]","1","2024-01-16 15:52:11","1","2024-01-16 15:52:11"
"47","Top Field by School","[{""school"": ""Duke University"", ""student_count"": 2, ""field_of_study"": ""IT""}, {""school"": ""Western Governor&#039;s University - WGU"", ""student_count"": 1, ""field_of_study"": ""IT""}, {""school"": ""Western Governor&#039;s University - WGU"", ""student_count"": 1, ""field_of_study"": ""Programming""}, {""school"": ""Western Governor&#039;s University - WGU"", ""student_count"": 1, ""field_of_study"": ""Supply Chain""}, {""school"": ""University of North Carolina at Charlotte - UNCC"", ""student_count"": 1, ""field_of_study"": ""IT""}, {""school"": ""Stanford University"", ""student_count"": 1, ""field_of_study"": ""Cybersecurity""}, {""school"": ""Wake Forest University"", ""student_count"": 1, ""field_of_study"": ""Sales""}, {""school"": ""Duke University"", ""student_count"": 1, ""field_of_study"": ""Finance""}]","1","2024-01-16 15:52:23","1","2024-01-16 15:52:23"
"48","Top Field by School","[{""school"": ""Duke University"", ""student_count"": 2, ""field_of_study"": ""IT""}, {""school"": ""Western Governor&#039;s University - WGU"", ""student_count"": 1, ""field_of_study"": ""IT""}, {""school"": ""Western Governor&#039;s University - WGU"", ""student_count"": 1, ""field_of_study"": ""Programming""}, {""school"": ""Western Governor&#039;s University - WGU"", ""student_count"": 1, ""field_of_study"": ""Supply Chain""}, {""school"": ""University of North Carolina at Charlotte - UNCC"", ""student_count"": 1, ""field_of_study"": ""IT""}, {""school"": ""Stanford University"", ""student_count"": 1, ""field_of_study"": ""Cybersecurity""}, {""school"": ""Wake Forest University"", ""student_count"": 1, ""field_of_study"": ""Sales""}, {""school"": ""Duke University"", ""student_count"": 1, ""field_of_study"": ""Finance""}]","1","2024-01-16 15:52:40","1","2024-01-16 15:52:40"
"49","Major to Field Ratio by School","[{""field"": ""IT"", ""major"": ""Software Development"", ""ratio"": 0.33, ""school"": ""Western Governor&#039;s University - WGU""}, {""field"": ""Programming"", ""major"": ""Software Development"", ""ratio"": 0.33, ""school"": ""Western Governor&#039;s University - WGU""}, {""field"": ""Supply Chain"", ""major"": ""Business Administration"", ""ratio"": 0.33, ""school"": ""Western Governor&#039;s University - WGU""}, {""field"": ""IT"", ""major"": ""Computer Science"", ""ratio"": 1, ""school"": ""University of North Carolina at Charlotte - UNCC""}, {""field"": ""Cybersecurity"", ""major"": ""Electrical Engineering"", ""ratio"": 1, ""school"": ""Stanford University""}, {""field"": ""IT"", ""major"": ""Computer Science"", ""ratio"": 0.67, ""school"": ""Duke University""}, {""field"": ""Finance"", ""major"": ""Economics"", ""ratio"": 0.33, ""school"": ""Duke University""}, {""field"": ""Sales"", ""major"": ""Psychology"", ""ratio"": 1, ""school"": ""Wake Forest University""}]","1","2024-01-16 15:52:49","1","2024-01-16 15:52:49"
"50","Contact Follow-Up Percentage","[{""total"": 9, ""percentage"": ""22.22222"", ""top_sending_user"": ""admin""}]","1","2024-01-16 15:52:56","1","2024-01-16 15:52:56"
"51","Top Degree by School","[{""major"": ""Computer Science"", ""degree"": ""BS - Bachelor of Science"", ""school"": ""Duke University"", ""student_count"": 2}, {""major"": ""Economics"", ""degree"": ""BS - Bachelor of Science"", ""school"": ""Duke University"", ""student_count"": 1}, {""major"": ""Software Development"", ""degree"": ""BScIT - Bachelor of Science in Information Technology"", ""school"": ""Western Governor&#039;s University - WGU"", ""student_count"": 1}, {""major"": ""Software Development"", ""degree"": ""BS - Bachelor of Science"", ""school"": ""Western Governor&#039;s University - WGU"", ""student_count"": 1}, {""major"": ""Business Administration"", ""degree"": ""BA - Bachelor of Arts"", ""school"": ""Western Governor&#039;s University - WGU"", ""student_count"": 1}, {""major"": ""Computer Science"", ""degree"": ""BS - Bachelor of Science"", ""school"": ""University of North Carolina at Charlotte - UNCC"", ""student_count"": 1}, {""major"": ""Electrical Engineering"", ""degree"": ""MS - Master of Science"", ""school"": ""Stanford University"", ""student_count"": 1}, {""major"": ""Psychology"", ""degree"": ""MA - Master of Arts"", ""school"": ""Wake Forest University"", ""student_count"": 1}]","1","2024-01-16 19:32:22","1","2024-01-16 19:32:22"
"52","Contact Follow-Up Percentage","[{""total"": 20, ""percentage"": ""65.00000"", ""top_sending_user"": ""admin""}]","1","2024-01-17 18:17:38","1","2024-01-17 18:17:38"
"53","Top Degree by School","[{""major"": ""Computer Science"", ""degree"": ""BS - Bachelor of Science"", ""school"": ""Duke University"", ""student_count"": 2}, {""major"": ""Economics"", ""degree"": ""BS - Bachelor of Science"", ""school"": ""Duke University"", ""student_count"": 1}, {""major"": ""Software Development"", ""degree"": ""BScIT - Bachelor of Science in Information Technology"", ""school"": ""Western Governor&#039;s University - WGU"", ""student_count"": 1}, {""major"": ""Software Development"", ""degree"": ""BS - Bachelor of Science"", ""school"": ""Western Governor&#039;s University - WGU"", ""student_count"": 1}, {""major"": ""Business Administration"", ""degree"": ""BA - Bachelor of Arts"", ""school"": ""Western Governor&#039;s University - WGU"", ""student_count"": 1}, {""major"": ""Computer Science"", ""degree"": ""BS - Bachelor of Science"", ""school"": ""University of North Carolina at Charlotte - UNCC"", ""student_count"": 1}, {""major"": ""Electrical Engineering"", ""degree"": ""MS - Master of Science"", ""school"": ""Stanford University"", ""student_count"": 1}, {""major"": ""Psychology"", ""degree"": ""MA - Master of Arts"", ""school"": ""Wake Forest University"", ""student_count"": 1}]","1","2024-01-17 18:48:31","1","2024-01-17 18:48:31"
"54","Top Field by School","[{""school"": ""Duke University"", ""student_count"": 2, ""field_of_study"": ""IT""}, {""school"": ""Western Governor&#039;s University - WGU"", ""student_count"": 1, ""field_of_study"": ""IT""}, {""school"": ""Western Governor&#039;s University - WGU"", ""student_count"": 1, ""field_of_study"": ""Programming""}, {""school"": ""Western Governor&#039;s University - WGU"", ""student_count"": 1, ""field_of_study"": ""Supply Chain""}, {""school"": ""University of North Carolina at Charlotte - UNCC"", ""student_count"": 1, ""field_of_study"": ""IT""}, {""school"": ""Stanford University"", ""student_count"": 1, ""field_of_study"": ""Cybersecurity""}, {""school"": ""Wake Forest University"", ""student_count"": 1, ""field_of_study"": ""Sales""}, {""school"": ""Duke University"", ""student_count"": 1, ""field_of_study"": ""Finance""}]","1","2024-01-17 18:48:33","1","2024-01-17 18:48:33"
"55","Major to Field Ratio by School","[{""field"": ""IT"", ""major"": ""Software Development"", ""ratio"": 0.33, ""school"": ""Western Governor&#039;s University - WGU""}, {""field"": ""Programming"", ""major"": ""Software Development"", ""ratio"": 0.33, ""school"": ""Western Governor&#039;s University - WGU""}, {""field"": ""Supply Chain"", ""major"": ""Business Administration"", ""ratio"": 0.33, ""school"": ""Western Governor&#039;s University - WGU""}, {""field"": ""IT"", ""major"": ""Computer Science"", ""ratio"": 1, ""school"": ""University of North Carolina at Charlotte - UNCC""}, {""field"": ""Cybersecurity"", ""major"": ""Electrical Engineering"", ""ratio"": 1, ""school"": ""Stanford University""}, {""field"": ""IT"", ""major"": ""Computer Science"", ""ratio"": 0.67, ""school"": ""Duke University""}, {""field"": ""Finance"", ""major"": ""Economics"", ""ratio"": 0.33, ""school"": ""Duke University""}, {""field"": ""Sales"", ""major"": ""Psychology"", ""ratio"": 1, ""school"": ""Wake Forest University""}]","1","2024-01-17 18:48:35","1","2024-01-17 18:48:35"
"56","Jobs by Field","[{""jobs"": ""Helpdesk"", ""job_count"": 1, ""job_field_name"": ""IT""}, {""jobs"": ""Business Analyst"", ""job_count"": 1, ""job_field_name"": ""Analytics""}, {""jobs"": ""Job"", ""job_count"": 1, ""job_field_name"": ""Cybersecurity""}, {""jobs"": ""Packaging Operator"", ""job_count"": 1, ""job_field_name"": ""Supply Chain""}]","1","2024-01-17 18:48:37","1","2024-01-17 18:48:37"
"57","Contact Follow-Up Percentage","[{""total"": 21, ""percentage"": ""66.66667"", ""top_sending_user"": ""admin""}]","1","2024-01-17 18:48:39","1","2024-01-17 18:48:39"
"58","Jobs by Field","[{""jobs"": ""Intern"", ""job_count"": 1, ""job_field_name"": ""Programming""}]","1","2024-01-26 17:17:18","1","2024-01-26 17:17:18"
"59","Top Degree by School","[{""major"": ""Computer Science"", ""degree"": ""BS - Bachelor of Science"", ""school"": ""Duke University"", ""student_count"": 2}, {""major"": ""Computer Science"", ""degree"": ""BS - Bachelor of Science"", ""school"": ""University of North Carolina at Charlotte - UNCC"", ""student_count"": 1}, {""major"": ""Electrical Engineering"", ""degree"": ""MS - Master of Science"", ""school"": ""Stanford University"", ""student_count"": 1}, {""major"": ""Psychology"", ""degree"": ""MA - Master of Arts"", ""school"": ""Wake Forest University"", ""student_count"": 1}, {""major"": ""Economics"", ""degree"": ""BS - Bachelor of Science"", ""school"": ""Duke University"", ""student_count"": 1}]","1","2024-01-29 20:29:39","1","2024-01-29 20:29:39"
"60","Top Degree by School","[{""major"": ""Computer Science"", ""degree"": ""BS - Bachelor of Science"", ""school"": ""Duke University"", ""student_count"": 2}, {""major"": ""Computer Science"", ""degree"": ""BS - Bachelor of Science"", ""school"": ""University of North Carolina at Charlotte - UNCC"", ""student_count"": 1}, {""major"": ""Electrical Engineering"", ""degree"": ""MS - Master of Science"", ""school"": ""Stanford University"", ""student_count"": 1}, {""major"": ""Psychology"", ""degree"": ""MA - Master of Arts"", ""school"": ""Wake Forest University"", ""student_count"": 1}, {""major"": ""Economics"", ""degree"": ""BS - Bachelor of Science"", ""school"": ""Duke University"", ""student_count"": 1}]","1","2024-01-31 19:55:48","1","2024-01-31 19:55:48"
"61","Jobs by Field","[{""jobs"": ""Intern"", ""job_count"": 1, ""job_field_name"": ""Programming""}]","1","2024-01-31 20:16:29","1","2024-01-31 20:16:29"
"62","Jobs by Field","[{""jobs"": ""Intern"", ""job_count"": 1, ""job_field_name"": ""Programming""}, {""jobs"": ""Intern"", ""job_count"": 1, ""job_field_name"": ""Cybersecurity""}]","1","2024-01-31 20:18:31","1","2024-01-31 20:18:31"
"63","Jobs by Field","[{""jobs"": ""Intern"", ""job_count"": 1, ""job_field_name"": ""Programming""}, {""jobs"": ""Intern"", ""job_count"": 1, ""job_field_name"": ""Cybersecurity""}]","1","2024-01-31 20:28:31","1","2024-01-31 20:28:31"
"64","Major to Field Ratio by School","[{""field"": ""IT"", ""major"": ""Computer Science"", ""ratio"": 1, ""school"": ""University of North Carolina at Charlotte - UNCC""}, {""field"": ""Cybersecurity"", ""major"": ""Electrical Engineering"", ""ratio"": 1, ""school"": ""Stanford University""}, {""field"": ""IT"", ""major"": ""Computer Science"", ""ratio"": 0.67, ""school"": ""Duke University""}, {""field"": ""Finance"", ""major"": ""Economics"", ""ratio"": 0.33, ""school"": ""Duke University""}, {""field"": ""Sales"", ""major"": ""Psychology"", ""ratio"": 1, ""school"": ""Wake Forest University""}]","1","2024-01-31 20:31:12","1","2024-01-31 20:31:12"
"65","Jobs by Field","[{""jobs"": ""Intern"", ""job_count"": 1, ""job_field_name"": ""Programming""}, {""jobs"": ""Intern"", ""job_count"": 1, ""job_field_name"": ""Cybersecurity""}]","1","2024-02-01 17:03:39","1","2024-02-01 17:03:39"
"66","Contact Follow-Up Percentage","[{""total"": 17, ""percentage"": ""64.70588"", ""top_sending_user"": ""admin""}]","1","2024-02-02 15:43:58","1","2024-02-02 15:43:58"
"67","Contact Follow-Up Percentage","[{""total"": 18, ""percentage"": ""61.11111"", ""top_sending_user"": ""admin""}]","1","2024-02-05 05:02:59","1","2024-02-05 05:02:59"
"id","name","created_by","created_at","updated_by","updated_at"
"1","Admin","1","2023-12-22 09:42:47","1","2023-12-22 09:43:10"
"2","Guest","1","2023-12-22 09:42:47","1","2023-12-22 09:43:15"
"3","SUPERADMIN","1","2023-12-22 18:28:29","1","2023-12-22 18:28:29"
"4","Moderator","1","2023-12-22 18:33:27","1","2023-12-22 18:33:27"
"11","standard user","1","2023-12-22 18:44:27","1","2023-12-22 18:44:27"
"id","role_id","permission_id","created_at","created_by","updated_at","updated_by"
"1","1","1","2023-10-12 14:08:00","1","2023-12-22 09:39:18","1"
"2","1","3","2023-10-12 14:08:00","1","2023-12-22 09:39:24","1"
"3","1","2","2023-10-12 14:08:00","1","2023-12-22 09:39:29","1"
"4","1","4","2023-10-12 14:08:00","1","2023-12-22 09:39:34","1"
"5","11","4","2023-12-22 18:44:27","1","2023-12-22 18:44:27","1"
"6","11","7","2023-12-22 18:44:27","1","2023-12-22 18:44:27","1"
"7","11","11","2023-12-22 18:44:27","1","2023-12-22 18:44:27","1"
"8","11","15","2023-12-22 18:44:27","1","2023-12-22 18:44:27","1"
"9","11","19","2023-12-22 18:44:27","1","2023-12-22 18:44:27","1"
"10","11","23","2023-12-22 18:44:27","1","2023-12-22 18:44:27","1"
"11","11","27","2023-12-22 18:44:27","1","2023-12-22 18:44:27","1"
"12","11","31","2023-12-22 18:44:27","1","2023-12-22 18:44:27","1"
"13","11","35","2023-12-22 18:44:27","1","2023-12-22 18:44:27","1"
"14","3","1","2023-12-22 18:59:56","1","2023-12-22 18:59:56","1"
"15","3","2","2023-12-22 18:59:56","1","2023-12-22 18:59:56","1"
"16","3","3","2023-12-22 18:59:56","1","2023-12-22 18:59:56","1"
"17","3","4","2023-12-22 18:59:56","1","2023-12-22 18:59:56","1"
"18","3","5","2023-12-22 18:59:56","1","2023-12-22 18:59:56","1"
"19","3","6","2023-12-22 18:59:56","1","2023-12-22 18:59:56","1"
"20","3","7","2023-12-22 18:59:56","1","2023-12-22 18:59:56","1"
"21","3","8","2023-12-22 18:59:56","1","2023-12-22 18:59:56","1"
"22","3","9","2023-12-22 18:59:56","1","2023-12-22 18:59:56","1"
"23","3","10","2023-12-22 18:59:56","1","2023-12-22 18:59:56","1"
"24","3","11","2023-12-22 18:59:56","1","2023-12-22 18:59:56","1"
"25","3","12","2023-12-22 18:59:56","1","2023-12-22 18:59:56","1"
"26","3","13","2023-12-22 18:59:56","1","2023-12-22 18:59:56","1"
"27","3","14","2023-12-22 18:59:56","1","2023-12-22 18:59:56","1"
"28","3","15","2023-12-22 18:59:56","1","2023-12-22 18:59:56","1"
"29","3","16","2023-12-22 18:59:56","1","2023-12-22 18:59:56","1"
"30","3","17","2023-12-22 18:59:56","1","2023-12-22 18:59:56","1"
"31","3","18","2023-12-22 18:59:56","1","2023-12-22 18:59:56","1"
"32","3","19","2023-12-22 18:59:56","1","2023-12-22 18:59:56","1"
"33","3","20","2023-12-22 18:59:56","1","2023-12-22 18:59:56","1"
"34","3","21","2023-12-22 18:59:56","1","2023-12-22 18:59:56","1"
